well_id,top1_typewell,top1_corr,top2_typewell,top2_corr,top1_top2_gap,assigned_typewell_corr,assigned_typewell_rank,assigned_is_top1
5f6756c5,5693dde2,0.7910630106925964,5f6756c5,0.781283974647522,0.009779036045074463,0.781283974647522,2,False
5f75f796,173ed841,0.795587956905365,ccedb12b,0.794552743434906,0.0010352134704589844,0.794552743434906,7,False
5fb1c15f,a08d9e63,0.8513091802597046,3407f5bf,0.8512359857559204,7.319450378417969e-05,0.8424419164657593,11,False
5fffa282,272abef3,0.9278565049171448,125be846,0.9274842739105225,0.00037223100662231445,0.923265814781189,17,False
60e37807,5397ceb1,0.8068003058433533,a4719920,0.8039752840995789,0.002825021743774414,0.7918816804885864,11,False
61f27424,82aab6d2,0.9268132448196411,9dede370,0.92625892162323,0.0005543231964111328,0.9243820309638977,4,False
62569ae3,4c3168cf,0.8970308899879456,12203f2a,0.8968555331230164,0.00017535686492919922,0.8968555331230164,5,False
62a6f539,77e4821c,0.7896444201469421,b4f37e6e,0.7821765542030334,0.007467865943908691,0.7615723013877869,6,False
633774dc,0c1b160c,0.8921728134155273,b0d42b0d,0.8919342756271362,0.00023853778839111328,0.8756534457206726,13,False
63559d57,5693dde2,0.8921512365341187,3a0af893,0.8825414180755615,0.009609818458557129,0.8722344040870667,11,False
647f2a41,bffe3082,0.7984081506729126,8612b37f,0.7735780477523804,0.024830102920532227,0.7540441751480103,16,False
65156b96,93f5d2e6,0.8865084052085876,fef8af96,0.8834506869316101,0.003057718276977539,0.8639260530471802,18,False
653612bc,a0e92ed6,0.766964316368103,69e41fa6,0.7667238116264343,0.00024050474166870117,0.7631326913833618,12,False
656a067b,529e88ca,0.918664813041687,656a067b,0.918664813041687,0.0,0.918664813041687,2,False
65a5466a,944f36b9,0.8730324506759644,1b82b665,0.8620848059654236,0.010947644710540771,0.8620848059654236,12,False
660d9546,e2fc7745,0.7829828262329102,0849b4e2,0.7829828262329102,0.0,0.7829828262329102,7,False
6767c111,ee288beb,0.8549359440803528,807f0298,0.8546075224876404,0.00032842159271240234,0.8543255925178528,7,False
67847288,41fb0192,0.7291842103004456,113011eb,0.7284518480300903,0.0007323622703552246,0.7136637568473816,19,False
67a8da4a,d9d6d94d,0.8109908103942871,173ed841,0.8108925819396973,9.822845458984375e-05,0.8102909326553345,9,False
684a6fc1,e3b34f5b,0.933211624622345,f6bc699b,0.9330334663391113,0.00017815828323364258,0.933000922203064,6,False
698930d1,9719aa04,0.9391324520111084,d1ecf309,0.9391324520111084,0.0,0.9391324520111084,14,False
699ea575,44441e54,0.8737804293632507,d6dd7330,0.8728563189506531,0.0009241104125976562,0.8728563189506531,7,False
69c1bdad,1a730ac2,0.8428341150283813,3a86fe8d,0.8243871331214905,0.01844698190689087,0.8066036105155945,8,False
69e41fa6,d5df0ff5,0.7136099338531494,4c3168cf,0.6963386535644531,0.01727128028869629,0.6963386535644531,16,False
6a0ff78e,dafc88c3,0.7473744750022888,5def1ce5,0.7473451495170593,2.9325485229492188e-05,0.7473451495170593,63,False
6a8fa194,9ffce529,0.8303294777870178,9314ff13,0.8207114934921265,0.009617984294891357,0.8175519704818726,20,False
6ae68655,10b89021,0.6899946331977844,6ae68655,0.6899946331977844,0.0,0.6899946331977844,2,False
6d1d74e1,28f4eda9,0.7445611357688904,df71d1ff,0.7429380416870117,0.0016230940818786621,0.7429380416870117,29,False
6d590e26,14ad5efb,0.8855491280555725,12f0cd90,0.8844932913780212,0.0010558366775512695,0.8745483756065369,32,False
6d6d93af,84c3b497,0.677648663520813,5a63b5d1,0.6771430969238281,0.0005055665969848633,0.6771430969238281,5,False
6dbe4b60,593876b6,0.8668480515480042,5a5269a9,0.8667908906936646,5.716085433959961e-05,0.8606153726577759,22,False
6e6d122c,b0f53bf4,0.7375878691673279,da2d4d7c,0.7336397767066956,0.003948092460632324,0.7183448672294617,19,False
6e9ccd38,374be387,0.8721106648445129,bd2c2f34,0.8721106648445129,0.0,0.8721106648445129,7,False
6ea22614,84633df4,0.9560599327087402,796dbd4c,0.9558342695236206,0.0002256631851196289,0.9554601907730103,4,False
6ede926a,729f4217,0.7238088846206665,dafc88c3,0.7219090461730957,0.0018998384475708008,0.7152801752090454,40,False
708caea9,698930d1,0.9178959131240845,529e88ca,0.9176629781723022,0.00023293495178222656,0.9167712330818176,10,False
70925e23,173ed841,0.514816403388977,67a8da4a,0.5126438140869141,0.0021725893020629883,0.5058229565620422,9,False
70e1788b,374be387,0.8606826066970825,d1457cc5,0.8569800853729248,0.003702521324157715,0.8568407297134399,4,False
71642c7d,1fdbba44,0.7817367911338806,9ae248be,0.7769689559936523,0.0047678351402282715,0.7417466640472412,9,False
71ccf778,9314ff13,0.8419275283813477,d63196fe,0.8394389152526855,0.0024886131286621094,0.8266828656196594,10,False
7224331b,5d11dfb5,0.8229548335075378,9dede370,0.8229548335075378,0.0,0.8229548335075378,5,False
722cf0d8,98bc6f66,0.9193856120109558,3ac16ad0,0.9184114933013916,0.000974118709564209,0.904419481754303,9,False
7256229b,cb879f40,0.8233204483985901,8cc800b3,0.8232170343399048,0.00010341405868530273,0.8222060799598694,12,False
726f3dc2,1a730ac2,0.8742358088493347,3a86fe8d,0.8668389320373535,0.007396876811981201,0.8544332981109619,12,False
7271dd80,a7fc3e6b,0.9644792675971985,f6bc699b,0.9642892479896545,0.0001900196075439453,0.9628692269325256,9,False
727a3a10,27c3155b,0.6215242147445679,493b5b31,0.6215242147445679,0.0,0.5138148069381714,15,False
729665c0,a87433c9,0.7920977473258972,bffe3082,0.777151346206665,0.014946401119232178,0.7691228985786438,18,False
729e9750,f8afa78a,0.7057243585586548,d114d9c2,0.7051221132278442,0.0006022453308105469,0.7001475691795349,21,False
729f4217,df8290be,0.7059005498886108,310c71a5,0.7059005498886108,0.0,0.7059005498886108,41,False
72dd8501,7bb17b96,0.9061537384986877,7b38844c,0.9057191610336304,0.00043457746505737305,0.8908135294914246,21,False
73348914,ffefef30,0.7035506367683411,a6b8ac67,0.7035506367683411,0.0,0.7035506367683411,8,False
739a914f,b977be4a,0.864241898059845,c908edd0,0.864241898059845,0.0,0.8598873019218445,37,False
73b1447d,6e6d122c,0.7500209212303162,2f19d536,0.7478432655334473,0.0021776556968688965,0.7372840046882629,27,False
74b6186b,404c4384,0.8401987552642822,05948241,0.839838981628418,0.0003597736358642578,0.8397781252861023,9,False
75c20ec7,2ab29395,0.818862795829773,3bfee975,0.813650906085968,0.005211889743804932,0.8036843538284302,30,False
75cd5f11,729f4217,0.8050810098648071,dafc88c3,0.7973076701164246,0.007773339748382568,0.7960941195487976,65,False
75d20a82,9314ff13,0.8574815392494202,cc8a1d57,0.8540663719177246,0.0034151673316955566,0.8468666076660156,9,False
76201745,944f36b9,0.9718401432037354,65a5466a,0.96815425157547,0.003685891628265381,0.9650840163230896,11,False
764072a5,f9fc81aa,0.8600932955741882,d6c320d9,0.8600165843963623,7.671117782592773e-05,0.8548904061317444,32,False
77b0d905,2ab29395,0.9102327823638916,015fe0d2,0.9045194983482361,0.005713284015655518,0.8870440125465393,21,False
77e4821c,7acda2df,0.8229383230209351,49dbc14c,0.8184926509857178,0.004445672035217285,0.812855064868927,21,False
7850c72e,cb34231f,0.8025444746017456,7850c72e,0.8025444746017456,0.0,0.8025444746017456,2,False
78a4a386,47ee27ab,0.7711665034294128,9c350a6a,0.7711665034294128,0.0,0.7711665034294128,6,False
79507629,4b831d20,0.7542023062705994,79507629,0.7542023062705994,0.0,0.7542023062705994,2,False
796dbd4c,3aaa2b30,0.8900575041770935,d543916f,0.8863877058029175,0.0036697983741760254,0.8648752570152283,22,False
7987f2f2,5693dde2,0.8287384510040283,63559d57,0.8191742300987244,0.009564220905303955,0.8133923411369324,11,False
7993a768,7993a768,0.7399559020996094,ecdab904,0.7399559020996094,0.0,0.7399559020996094,1,True
7a5660b0,d4f60a28,0.8312910795211792,c07fd0cd,0.8312910795211792,0.0,0.8312910795211792,4,False
7acda2df,bf39bc20,0.6346354484558105,5cdd8dbc,0.6346354484558105,0.0,0.6346354484558105,7,False
